directorid,directorname,companyname,qualification,fulltextdescription,primarykeyid,companyid,awarddate,awarddateflag
2258295,Bill Irby,Harvard Business School Harvard University,Executive Certificate,,3145533,63013,9999-12-31,80
2258295,Bill Irby,Johns Hopkins University,MS,,3145523,61026,9999-12-31,80
2262605,Ravi Vig,Yale University,Global Leadership Programme,,3152284,62981,2017-12-28,25
2262605,Ravi Vig,Southern New Hampshire University (New Hampshire College prior to 07/2001),MBA,,3152280,492266,1989-12-28,25
2262605,Ravi Vig,State University of New Jersey Rutgers (Rutgers University),BSEE,,3152271,100431,1982-12-28,25
2262605,Ravi Vig,Dartmouth College,MSEE,,3152276,60488,1984-12-28,25
2264105,Charlie Gayer,Princeton University,BA,,3154332,61632,1993-12-28,25
2264105,Charlie Gayer,Fuqua School of Business Duke University,MBA,,3154333,730113,2001-12-28,25
2264720,Dana Brown,Southwest Baptist University,BS (summa Cum Laude),,3155811,242497,1987-12-28,25
2267980,Lynn Bamford,Pennsylvania State University (Penn State University),BS,,3160083,61582,1985-12-28,25
2267980,Lynn Bamford,George Mason University,MSEE,,3160082,78700,1991-12-28,25
2273348,Doctor Chandler Robinson,Northwestern University,BA (summa cum laude),,3172566,61494,2006-12-28,25
2273348,Doctor Chandler Robinson,University of Cambridge,MBA,,3172569,60268,2010-12-28,25
2273348,Doctor Chandler Robinson,London School of Economics and Political Science,MSc,,3172568,38522,9999-12-31,80
2273348,Doctor Chandler Robinson,Stanford University,MD,,3172570,61935,9999-12-31,80
2274731,Doctor Kristin Yarema,Stanford University,BS (Distinction),,3174091,61935,1992-12-28,25
2274731,Doctor Kristin Yarema,Stanford University,BA (Distinction),,3174093,61935,9999-12-31,80
2274731,Doctor Kristin Yarema,University of California Berkeley,PhD,,3174087,62215,2000-12-28,25
2295328,David Wilkinson,University of Texas at Arlington (The),MBA,,3212074,62741,2000-12-28,25
2295328,David Wilkinson,Stephen F Austin State University,BBA (summa cum laude),,3212075,120101,1994-12-28,25
2299074,Cezar Floroiu,University of Maryland,MS,,3217351,3184619,9999-12-31,80
2299074,Cezar Floroiu,Wharton School (The) University of Pennsylvania,MBA,,3217350,64966,2001-12-28,25
2299074,Cezar Floroiu,University Politehnica of Bucharest,BS,,3217352,1345902,9999-12-31,80
2303236,Zeeshan Saeed,University of Engineering and Technology Lahore,Studied,,3223330,584166,9999-12-31,80
2306284,Doctor KIm Blackwell,Duke University,BA,,3230791,60547,2000-12-28,25
2306284,Doctor KIm Blackwell,Mayo Clinic School of Graduate Medical Education,MD,,3230789,2768949,1994-12-28,25
2307515,Doctor Stacy Lindborg,Baylor University,BA,,3754084,60138,1992-12-28,25
2307515,Doctor Stacy Lindborg,Baylor University,PhD,,3229730,60138,1996-12-28,25
2307515,Doctor Stacy Lindborg,Baylor University,MA,,3754082,60138,1993-12-28,25
2307520,Jack Blount,Southern Methodist University (SMU),Bachelor's Degree,,3229750,61882,1985-12-28,25
2307520,Jack Blount,Watson Institute (The),Executive MBA,,3229751,1386425,1987-12-28,25
2316482,Jack Heilbron,California Polytechnic State University San Luis Obispo (Cal Poly San Luis Obispo),BS,,3262771,60249,1973-12-28,25
2319069,Miguel Martin,University of Vermont,BS,,3266026,62771,1994-12-28,25
2320575,Michael Amoroso,Rider University,BA (summa cum laude),,3268349,82615,9999-12-31,80
2320575,Michael Amoroso,Leonard N Stern School of Business New York University,Executive MBA,,3268348,42226,2005-12-28,25
2342900,Daniel Earle,University of Toronto,Graduated,,3273290,62752,9999-12-31,80
2344441,Doctor Jaume Pons,University of California Berkeley,Post Doctoral Studies,,3957694,62215,9999-12-31,80
2344441,Doctor Jaume Pons,Universidad Autónoma de Barcelona (Autonomous University of Barcelona) (UAB),BS,,3275998,640999,9999-12-31,80
2344441,Doctor Jaume Pons,Institute of Molecular Biology of Barcelona (IBMB),PhD,,3275974,3238262,9999-12-31,80
2344441,Doctor Jaume Pons,Institute of Molecular Biology of Barcelona (IBMB),MS,,3276005,3238262,9999-12-31,80
2380909,Steve Griffin,University of Michigan,MBA (High Distinction),,3646237,63187,9999-12-31,80
2380909,Steve Griffin,Boston College (BC),BS,,3646233,60193,9999-12-31,80
2388911,Doctor Peng Jiang,Shanghai Jiao Tong University (SJTU),PhD,,3349348,640349,9999-12-31,80
2388911,Doctor Peng Jiang,Shanghai Jiao Tong University (SJTU),MSc,,3349345,640349,9999-12-31,80
2391034,Doctor Shoshana Shendelman,Vagelos College of Physicians and Surgeons Columbia University,PhD,,3351789,100947,2005-12-28,25
2391034,Doctor Shoshana Shendelman,Brandeis University,BS,,3351799,60203,9999-12-31,80
2393885,Doctor Ram Aiyar,Institut Europeen d'Administration des Affaires (INSEAD) (European Institute of Business Administration),MBA,,3356402,60651,2011-12-28,25
2393885,Doctor Ram Aiyar,University of Mumbai (University of Bombay prior to 09/1996),BE,,3578749,76151,1999-12-28,25
2393885,Doctor Ram Aiyar,Drexel University (Formerly known as Drexel Institute of Technology),PhD,,3356398,60542,2005-12-28,25
2393885,Doctor Ram Aiyar,Drexel University (Formerly known as Drexel Institute of Technology),MS,,3356401,60542,2002-12-28,25
2400789,Mike Doogue,Stanford Graduate School of Business,Executive Program,,3373883,67360,2007-12-28,25
2400789,Mike Doogue,Colby College,BA,,3373880,60394,1997-12-28,25
2400789,Mike Doogue,Dartmouth College,BE,,3373882,60488,1998-12-28,25
2414705,Doctor Tom Hallam,University of Illinois Urbana-Champaign (UIUC),Bachelor's Degree,,3390485,77782,1997-12-28,25
2414705,Doctor Tom Hallam,University of Southern California Marshall School of Business,MBA,,3390481,1260970,2011-12-28,25
2414705,Doctor Tom Hallam,University of California Davis,PhD,,3390479,62216,2003-12-28,25
2422313,Jesse Kaplan,CFA Institute (Association for Investment Management and Research prior to 2004),CFA,,3408410,594747,2007-12-28,25
2422313,Jesse Kaplan,Canadian Securities Course,Certified,,3408409,1227054,2005-12-28,25
2422313,Jesse Kaplan,University of Toronto,BCom,,3407900,62752,9999-12-31,80
2434548,Rob Bakshi,Simon Fraser University,Bachelor's Degree,,3423225,61839,1983-12-28,25
2439016,Doctor George Magrath III,Citadel (The),MBA,,3429213,3271952,2011-12-28,25
2439016,Doctor George Magrath III,Johns Hopkins University,Masters Degree,,3429198,61026,2016-12-28,25
2439016,Doctor George Magrath III,Medical University of South Carolina (MUSC),MD,,3429187,81569,2010-12-28,25
2439016,Doctor George Magrath III,Clemson University,BS,,3429207,78370,2006-12-28,25
2439016,Doctor George Magrath III,American Board of Ophthalmology,Certified,,3429155,626261,9999-12-31,80
2443420,Sam Kintz,Stanford University,MBA,,3436785,61935,2014-12-28,25
2443420,Sam Kintz,Stanford University,BS (Hons),,3436784,61935,2007-12-28,25
2454492,Rob Barrow,Ohio State University (OSU),MS,,3452404,61523,9999-12-31,80
2454492,Rob Barrow,Wake Forest University,BS (summa Cum Laude),,3452422,62880,9999-12-31,80
2456547,Doctor James Helliwell,University of British Columbia (UBC),Fellow,,3455365,62203,9999-12-31,80
2456547,Doctor James Helliwell,Unknown Organisation,Certificate,,3455401,0,9999-12-31,80
2456547,Doctor James Helliwell,University of British Columbia (UBC),MD,,3455362,62203,9999-12-31,80
2458100,Doctor Neil Maresky,University of the Witwatersrand,MBBCh,,3458856,489153,1987-12-28,25
2458100,Doctor Neil Maresky,University of Cape Town (UCT),MD,,3458858,42659,9999-12-31,80
2458983,Richard Paolone,Bond University,JD,,4121873,744429,9999-12-31,80
2458983,Richard Paolone,Mount Royal University (Mount Royal College prior to 09/2009),BA,,4121872,86972,9999-12-31,80
2460403,Sam Gloor,London School of Economics and Political Science,MSc,,3463512,38522,2014-12-28,25
2460403,Sam Gloor,Handelshøyskolen BI (BI Norwegian Business School) (Formerly known as BI Norwegian School of Management),BBA,,3463514,61499,2013-12-28,25
2464024,Alberto Morales,New York University School of Law,Masters Degree,,3470137,574794,1987-12-28,25
2464024,Alberto Morales,Universidad de Monterrey,JD (Hons),,3470126,76747,1984-12-28,25
2472862,Brandon Declet,Union College,BA,,3485093,62108,9999-12-31,80
2472862,Brandon Declet,School of Law Fordham University,JD,,3485095,106197,9999-12-31,80
2472862,Brandon Declet,Georgetown University Law Center (Georgetown Law School),LLM,,3485096,79195,9999-12-31,80
2473907,J Finley,Boise State University (BSU),BA,,3485999,83249,1979-12-28,25
2473907,J Finley,University of Denver,MA,,3486000,62276,1985-12-28,25
2478681,Doctor Xiaodi Hou,California Institute of Technology (CALTECH),PhD,,3502721,60243,2014-12-28,25
2478681,Doctor Xiaodi Hou,Shanghai Jiao Tong University (SJTU),BEng,,3502724,640349,2008-12-28,25
2483686,Doctor Vish Seshadri,University of Arizona (UOA),Post Doctoral Studies,,3497329,62155,9999-12-31,80
2483686,Doctor Vish Seshadri,University of Arizona (UOA),PhD,,3497328,62155,2004-12-28,25
2483686,Doctor Vish Seshadri,Wharton School (The) University of Pennsylvania,MBA,,3497330,64966,2010-12-28,25
2484203,Doctor Brent Pfeiffenberger,Wharton School (The) University of Pennsylvania,MBA,,3497995,64966,2010-12-28,25
2484203,Doctor Brent Pfeiffenberger,Duquesne University,PharmD,,3497996,60549,2001-12-28,25
2486072,Raju Mohan,University of Illinois Urbana-Champaign (UIUC),PhD,,3506802,77782,9999-12-31,80
2486072,Raju Mohan,Indian Institute of Technology (IIT) Bombay,MS,,3506804,567548,9999-12-31,80
2486989,Doctor Daniel Schneeberger,Harvard Business School Harvard University,MBA,,3506913,63013,2016-12-28,25
2486989,Doctor Daniel Schneeberger,Universitat Basel (University of Basel),MD,,3506911,62183,2010-12-28,25
2486989,Doctor Daniel Schneeberger,Universitat Basel (University of Basel),PhD,,3506912,62183,2012-12-28,25
2488123,Deepa Prasad,University of California Berkeley,BS,,3504250,62215,9999-12-31,80
2488123,Deepa Prasad,Kellogg School of Management Northwestern University,MBA,,3504251,77878,9999-12-31,80
2491953,Hyung Kim,Soongsil University (SSU),LLB,,3511528,1334252,9999-12-31,80
2491953,Hyung Kim,School of Law Washington University St Louis,JD,,3511531,826110,2004-12-28,25
2494372,Chris Ianelli,University of Massachusetts Lowell (UMass Lowell),BS,,3516028,62459,1989-12-28,25
2494372,Chris Ianelli,Tufts University,MD,,3515994,62097,2000-12-28,25
2494372,Chris Ianelli,Tufts University,PhD,,3515995,62097,1996-12-28,25
2503138,Robert Dudley,Kent State University,BS,,3535567,61063,9999-12-31,80
2506170,David Hering,Harvard Business School Harvard University,MBA,,3530930,63013,2004-12-28,25
2506170,David Hering,College of Engineering Cornell University,BS,,3530932,1587294,1996-12-28,25
2508896,Doctor Brian Strem,University of California Los Angeles (UCLA),PhD,,3536026,62218,9999-12-31,80
2508896,Doctor Brian Strem,Cornell University  New York,BS,,3536032,60457,9999-12-31,80
2510111,Doctor Shalabh Gupta,Jawaharlal Institute of Postgraduate Medical Education & Research (JIPMER),MD,,3544572,2079258,9999-12-31,80
2510111,Doctor Shalabh Gupta,Robert F Wagner Graduate School of Public Service New York University,MPA,,3544571,461659,1999-12-28,25
2513327,Doctor Hing Wong,University of Massachusetts Amherst (UMA),PhD,,3545534,62456,9999-12-31,80
2513327,Doctor Hing Wong,University of Washington,Post Doctoral Studies,,3545535,62785,9999-12-31,80
2514871,Jane Chung,Columbia University,BA,,3545369,60434,9999-12-31,80
2514871,Jane Chung,St John's University (SJU),BPharm,,3545371,61913,9999-12-31,80
2519423,Talat Imran,University of California Santa Cruz (UCSC),BA,,3553770,2361289,2003-12-28,25
2542771,Doctor Mary Harler,Marshall University (MU),MD,,3588759,251472,9999-12-31,80
2542771,Doctor Mary Harler,Wheeling University (WU),BS,,3588758,3146224,9999-12-31,80
2542787,Moses Chen,University of Medicine and Dentistry of New Jersey (UMDNJ),Graduated,,3592231,78014,9999-12-31,80
2542787,Moses Chen,State University of New Jersey Rutgers (Rutgers University),PhD,,3592230,100431,1995-12-28,25
2542787,Moses Chen,California Institute of Technology (CALTECH),Attended,,3592232,60243,2000-12-28,25
2547952,Marc Balkin,University of the Witwatersrand,BA,,3599649,489153,1995-12-28,25
2547952,Marc Balkin,University of the Witwatersrand,LLB,,3599648,489153,1997-12-28,25
2568848,Matt Rowlinson,South African Institute of Chartered Accountants (SAICA),Chartered Accountant,,3625093,74592,2008-12-28,25
2568848,Matt Rowlinson,University of Bath,MBA,,3625095,62185,2013-12-28,25
2576476,Esther Rajavelu,Wharton School (The) University of Pennsylvania,MBA,,3636268,64966,9999-12-31,80
2576476,Esther Rajavelu,Wesleyan University,BA,,3636267,62908,9999-12-31,80
2577037,Doctor Javier Szwarcberg,Facultad de Medicina Universidad de Buenos Aires,MD,,3637295,1490662,1993-12-28,25
2577037,Doctor Javier Szwarcberg,Harvard School of Public Health,MPH,,3637294,63160,2003-12-28,25
2577239,Lewis Bateman,Institute of Chartered Financial Analysts (ICFA) (USA),CFA,,4024359,41274,9999-12-31,80
2577239,Lewis Bateman,Rotman School of Management University of Toronto (Joseph L Rotman School of Management),MBA,,4024358,1931003,9999-12-31,80
2577239,Lewis Bateman,University of Toronto,BA,,3653436,62752,1996-12-28,25
2593988,Simon Shi,Shanghai Jiao Tong University (SJTU),Bachelor's Degree,,3679533,640349,2001-12-28,25
2595931,Dorith Hakim,HEC Montréal,BA,,3668748,124351,9999-12-31,80
2595931,Dorith Hakim,Bell Textron Inc (Bell Helicopter Textron Inc prior to 2019),Certified,,3668762,1040677,9999-12-31,80
2595931,Dorith Hakim,Texas Christian University (TCU),Executive MBA,,3668747,62043,9999-12-31,80
2595931,Dorith Hakim,International Association for Six Sigma Certification (IASSC),Six Sigma Black Belt (SSBB),,3668754,2044588,9999-12-31,80
2598314,Howard Chen,National Tsing Hua University,Masters Degree,,3675947,481480,1985-12-28,25
2598314,Howard Chen,National Tsing Hua University,Bachelor's Degree,,3675946,481480,1983-12-28,25
2599636,Steven Myhill-Jones,University of Victoria (UVic),BSc,,3677117,62774,1999-12-28,25
2607076,Doctor Lakshmi Kotra,University of Georgia (UGA),PhD,,3686472,62333,1997-12-28,25
2607076,Doctor Lakshmi Kotra,Birla Institute of Technology & Science (BITS) India,BPharm (Hons),,3686627,468626,1992-12-28,25
2612145,Doctor Oren Gilad,University of California Davis,PhD,,3693300,62216,2003-12-28,25
2612145,Doctor Oren Gilad,Hebrew University of Jerusalem,BSc,,3693303,43828,9999-12-31,80
2645603,Rob Bergmann,Winona State University,BSc,,3761805,93372,9999-12-31,80
2646593,Doctor Anatoly Dritschilo,New Jersey College of Medicine and Dentistry (NJCMD),MD,,3762858,744209,9999-12-31,80
2646593,Doctor Anatoly Dritschilo,University of Pennsylvania,BS,,3762856,62579,9999-12-31,80
2648372,Doctor Adam Rogers,Emory University,BA,,3750164,60627,1992-12-28,25
2648372,Doctor Adam Rogers,American Board of Ophthalmology,Certified,,3750180,626261,9999-12-31,80
2648372,Doctor Adam Rogers,School of Medicine Emory University,MD,,3750166,95782,1996-12-28,25
2650199,Mike Rossi,Butler University,Certificate,,3752647,79061,9999-12-31,80
2650199,Mike Rossi,Philadelphia College of Pharmacy,BSc,,3752646,64481,1994-12-28,25
2658508,Beatriz Blanco,Carnegie Mellon University,MS,,3760403,41519,9999-12-31,80
2658508,Beatriz Blanco,Fairleigh Dickinson University,MBA,,3760404,60671,9999-12-31,80
2658508,Beatriz Blanco,Universidad de la República (UDELAR) (University of the Republic),BS,,3760405,730139,9999-12-31,80
2669292,Doctor Ian Sandler,Ontario Veterinary College (The) University of Guelph,Doctor of Veterinary Medicine (DVM),,3788202,591891,1994-12-28,25
2680998,Doctor Kirk Hollohan,Memorial University of Newfoundland,Doctor of Medicine (DM),,3816681,121997,9999-12-31,80
2680998,Doctor Kirk Hollohan,College of Family Physicians of Canada (FCFP),Studied,,3816679,1224563,9999-12-31,80
2680998,Doctor Kirk Hollohan,College of Family Physicians of Canada (FCFP),Studied,,3816675,1224563,9999-12-31,80
2680998,Doctor Kirk Hollohan,Memorial University of Newfoundland,Bachelor of Medical Sciences (BMS),,3816683,121997,9999-12-31,80
2695710,Elizabeth Ng,Massachusetts Institute of Technology (MIT),BS,,3827844,40436,1978-12-28,25
2695710,Elizabeth Ng,Stanford Graduate School of Business,MBA,,3827836,67360,9999-12-31,80
2699769,Paul Kang,Harvard College Harvard University,AB,,3920152,63125,9999-12-31,80
2699769,Paul Kang,Stanford Graduate School of Business,MBA,,3920153,67360,9999-12-31,80
2700649,Fraser Rieche,University of Victoria (UVic),BA,,3833793,62774,9999-12-31,80
2704422,Rhon Daguro,Northern Illinois University (NIU),BS,,3839845,61475,9999-12-31,80
2708124,Doctor Sandeep Kulkarni,University of California San Francisco (UCSF),MD,,3844727,62221,9999-12-31,80
2708124,Doctor Sandeep Kulkarni,Harvard College Harvard University,AB,,3844728,63125,9999-12-31,80
2708398,Patricio Varas,Association of Professional Engineers and Geoscientists of British Columbia (APEGBC),Professional Geoscientist,,3850754,622720,9999-12-31,80
2708398,Patricio Varas,Unknown Organisation,BSc,,3851685,0,9999-12-31,80
2744947,Doctor Bruce Culleton,Memorial University of Newfoundland,Bachelor's Degree,,3899914,121997,9999-12-31,80
2744947,Doctor Bruce Culleton,Kellogg School of Management Northwestern University,MBA,,3899917,77878,9999-12-31,80
